ENTNM,BONSA_ADDRESS,SCALE,company_kind,group,original_kind
(주)니프코코리아,충청남도 아산시 둔포면 아산밸리남로 146,중견기업,운송장비조립용플라스틱제품제조업,10,(C22241)운송장비 조립용 플라스틱제품 제조업
영풍개발(주),서울특별시 강남구 강남대로 542 (논현동),대기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
우리에프아이에스(주),서울특별시 마포구 월드컵북로60길 17 (상암동),중견기업,컴퓨터시스템통합자문구축서비스업,0,(J62021)컴퓨터시스템 통합 자문 및 구축 서비스업
(주)풍인무역,서울특별시 영등포구 경인로 775 (문래동3가)(에이스하이테크시티2동20층),중견기업,여자용겉옷제조업,8,(C14112)여자용 겉옷 제조업
(주)블랙야크,"서울특별시 서초구 바우뫼로 201 (양재동), 옥토빌딩",중견기업,봉제의복제조업,3,(C14199)그 외 기타 봉제의복 제조업
한국에머슨프로세스매니지먼트(주),경기도 성남시 중원구 둔촌대로 484 시콕스타워 12층,중견기업,기기용자동측정제어장치제조업,10,(C27215)기기용 자동측정 및 제어장치 제조업
(주)한덕엔지니어링,"서울시 서초구 서운로 138, 6층(서초동, 서초동아타워)",중견기업,비주거용부동산관리업,8,(L68212)비주거용 부동산 관리업
무림에스피(주),서울특별시 강남구 강남대로 656 (신사동),중견기업,종이판지제조업,1,(C17120)종이 및 판지 제조업
(주)태진인터내셔날,"서울특별시 동대문구 하정로 26 (신설동), 태진사옥",중견기업,가방보호용케이스제조업,10,(C15129)가방 및 기타 보호용 케이스 제조업
디에스디삼호(주),"경기도 수원시 팔달구 경수대로 420 (인계동),마라톤빌딩 14층전체",중견기업,아파트건설업,12,(F41112)아파트 건설업
대성계전(주),경상북도 문경시 호계면 태봉1길 5,중견기업,속도계적산계기제조업,10,(C27214)속도계 및 적산계기 제조업
케이티하이텔(주),서울시 동작구 보라매로5길 23 삼성보라매옴니타워,대기업,통신재판매업,15,(J61291)통신 재판매업
(주)두원,충청남도 아산시 음봉면 음봉면로 90,중견기업,자동차용전용신품부품판매업,8,(G45212)자동차용 전용 신품 부품 판매업
(주)금강주택,서울특별시 강남구 봉은사로 304 (역삼동),중견기업,아파트건설업,12,(F41112)아파트 건설업
대성나찌유압공업(주),경상남도 양산시 유산공단8길 10 (유산동),중견기업,밸브유사장치제조업,8,"(C29133)탭, 밸브 및 유사장치 제조업"
(주)영유통,"서울특별시 강남구 도산대로 445, 엠빌딩 3층 (청담동)",중견기업,담배도매업,15,(G46333)담배 도매업
(주)더본코리아,"서울특별시 강남구 봉은사로1길 39 (논현동), 유성빌딩 4~6층",중견기업,경영컨설팅업,12,(M71531)경영 컨설팅업
(주)케이씨엔에이,서울특별시 강남구 봉은사로 151 (논현동),중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
(주)앰배스텔,서울특별시 강남구 삼성로 431 (대치동),중견기업,호텔업,8,(I55101)호텔업
비엠더블유코리아(주),서울특별시 중구 퇴계로 100 스테이트타워남산 14층,중견기업,자동차신품판매업,15,(G45110)자동차 신품 판매업
(주)엑스인하우징,서울특별시 강남구 언주로 337 (역삼동),중견기업,도배실내장식내장목공사업,10,"(F42412)도배, 실내장식 및 내장 목공사업"
리앤풍(한국)(주),서울특별시 강남구 언주로 709 (논현동),중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
선인자동차(주),서울특별시 성동구 가람길 283 (용답동),중견기업,자동차신품판매업,15,(G45110)자동차 신품 판매업
(주)아이티엠코퍼레이션건축사사무소,서울특별시 강남구 선릉로 747 (논현동)삼성당빌딩 4층,중견기업,건축설계관련서비스업,2,(M72111)건축설계 및 관련 서비스업
엘에스사우타(주),"서울시 금천구 가산디지털1로 186, 903 (가산동,제이플라츠)",대기업,옥외시설물축조관련전문공사업,10,(F42139)기타 옥외 시설물 축조 관련 전문공사업
미래에셋자산운용(주),"서울특별시 중구 을지로5길 26 (수하동), 미래에셋센터원빌딩이스트타워26층",대기업,신탁업집합투자업,14,(K64201)신탁업 및 집합투자업
쓰리애플즈코스메틱스(주),경기도 부천시 삼작로107번길 11 (삼정동),중견기업,화장품제조업,15,(C20423)화장품 제조업
아이에스동서(주),서울시 강남구 영동대로 741 은성빌딩,중견기업,타일유사비내화요업제품제조업,10,(C23232)타일 및 유사 비내화 요업제품 제조업
무림로지텍(주),경기도 광주시 곤지암읍 경충대로 135-26,중견기업,일반창고업,2,(H52101)일반 창고업
(주)인텍앤컴퍼니,서울특별시 강남구 학동로 155 원영빌딩 5층,중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
(주)썬앳푸드,서울시 마포구 잔다리로 75 썬앳푸드빌딩 4층,중견기업,서양식음식점업,7,(I56123)서양식 음식점업
용마로지스(주),"서울특별시 동대문구 난계로 234 (신설동) 삼송빌딩 3,7층",중견기업,일반화물자동차운송업,12,(H49301)일반 화물자동차 운송업
(주)동우유니온,서울시 강남구 신사동 600-5,중견기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
무림오피스웨이(주),서울시 중구 예장동 6-20,중견기업,문구용품회화용품사무용품도매업,8,"(G46452)문구용품, 회화용품, 사무용품 도매업"
미래에셋펀드서비스(주),서울특별시 마포구 상암산로 48-6 (상암동)(DMCC 빌딩 12층),대기업,증권발행관리보관거래지원서비스업,12,"(K66191)증권 발행, 관리, 보관 및 거래 지원 서비스업"
(주)엠허브,서울특별시 강남구 논현로 706 아이캐슬빌딩 7층,대기업,광고대행업,4,(M71310)광고 대행업
(주)알티캐스트,서울시 서초구 반포대로 27 파크빌딩 6층,중견기업,응용소프트웨어개발공급업,0,(J58222)응용 소프트웨어 개발 및 공급업
미래에셋벤처투자(주),"경기도 성남시 분당구 판교역로241번길 20 (삼평동), 지하1층",대기업,금융투자업,4,(K64209)기타 금융 투자업
메가박스중앙(주),서울특별시 강남구 도산대로 156 제이콘텐트리빌딩 2층,중견기업,영화관운영업,12,(J59141)영화관 운영업
(주)현대홈쇼핑,서울특별시 강동구 올림픽로70길 34 (천호동),대기업,통신판매업,15,(G47919)기타 통신 판매업
(주)씨에스리더,서울특별시 강남구 선릉로 635 LG유플러스빌딩,대기업,콜센터텔레마케팅서비스업,12,(N75991)콜센터 및 텔레마케팅 서비스업
신대구부산고속도로(주),경상남도 밀양시 산외면 산외로 42-57,중견기업,도로관련시설운영업,7,(H52914)도로 및 관련시설 운영업
(주)휘닉스벤딩서비스,"경기도 용인시 기흥구 흥덕중앙로 120 (영덕동),유타워  22층 2202호",중견기업,자동판매기운영업,15,(G47991)자동판매기 운영업
타임와이즈인베스트먼트(주),"서울특별시 서초구 남부순환로 2271 (방배동), CJ방배사옥",대기업,금융투자업,4,(K64209)기타 금융 투자업
케어캠프(주),서울특별시 서대문구 성산로 321 (연희동),중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
(주)이엔에프테크놀로지,경기도 용인시 기흥구 탑실로35번길 14 한국알콜산업그룹빌딩,중견기업,화학제품제조업,3,(C20490)그 외 기타 화학제품 제조업
(주)씨디네트웍스,"서울특별시 강남구 테헤란로8길 37 한동빌딩 3,4,6,7층 (역삼동)",중견기업,자료처리호스팅포털인터넷정보매개서비스업,10,"(J63100)자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
오케이미트(주),서울특별시 강남구 강남대로58길 42 (도곡동)오케이빌딩 3층,중견기업,육류도매업,15,(G46313)육류 도매업
(주)텐바이텐,서울특별시 종로구 대학로12길 31 자유빌딩 5층,대기업,전자상거래소매중개업,15,(G47911)전자상거래 소매 중개업
롯데자산개발(주),"서울특별시 중구 청계천로 100 (수표동) 8층, 시그니쳐타워",대기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)제이케이필름,"서울특별시 강남구 논현로142길 5 (논현동), 캉캉빌딩 3층",대기업,일반영화비디오물제작업,0,(J59111)일반 영화 및 비디오물 제작업
버버리코리아(주),"서울특별시 강남구 도산대로 459 (청담동), 버버리코리아플래그쉽",중견기업,의복액세서리모조장신구도매업,10,(G46417)의복 액세서리 및 모조 장신구 도매업
(주)엔에이치엔벅스,경기도 성남시 분당구 대왕판교로 645번길 16 플레이뮤지엄,중견기업,데이터베이스온라인정보제공업,0,(J63991)데이터베이스 및 온라인정보 제공업
(주)스마일게이트엔터테인먼트,"경기도 성남시 분당구 판교역로 220 (삼평동),5,7층  2",중견기업,유선온라인게임소프트웨어개발공급업,0,(J58211)유선 온라인 게임 소프트웨어 개발 및 공급업
(주)현대백화점,"서울특별시 강남구 압구정로 201 (압구정동, 현대아파트)",대기업,백화점,13,(G47111)백화점
(주)엔에이치테크,경기도 성남시 중원구 갈마치로 215 금강펜테리움 A동 505호,대기업,컴퓨터시설관리업,0,(J62022)컴퓨터시설 관리업
(주)케이지씨라이프앤진,서울특별시 성동구 왕십리로 326 (도선동) 코스모타워 11층,대기업,방문판매업,15,(G47993)방문 판매업
(주)토문건축사사무소,"서울특별시 송파구 충민로 52 (문정동, 가든파이브웍스)10층",중견기업,건축기술엔지니어링관련기술서비스업,12,"(M72100)건축기술, 엔지니어링 및 관련 기술 서비스업"
스포츠토토온라인(주),서울특별시 강남구 도산대로 310 (논현동),중견기업,데이터베이스온라인정보제공업,0,(J63991)데이터베이스 및 온라인정보 제공업
(주)더좋은디앤씨,경기도 용인시 수지구 수지로11번길 1 (상현동),중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
(주)현대미디어,서울특별시 서초구 반포대로19 에이치씨엔빌딩 3층 (서초동),대기업,프로그램공급업,0,(J60221)프로그램 공급업
(주)신세계사이먼,서울특별시 강남구 도산대로 458 (청담동),대기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
케이씨씨오토(주),서울특별시 강서구 공항대로 653-23,중견기업,자동차부품판매업,15,(G45000)자동차 및 부품 판매업
한국오므론제어기기(주),"서울특별시 서초구 강남대로 465 (서초동), 교보타워  B동21층",중견기업,전기용기계장비관련기자재도매업,8,(G46595)전기용 기계.장비 및 관련 기자재 도매업
(주)LF,서울시 강남구 언주로 870 (신사동),중견기업,남자용겉옷제조업,10,(C14111)남자용 겉옷 제조업
갤럭시아일렉트로닉스(주),경기도 수원시 권선구 오목천로132번길 50(고색동),대기업,조명장치제조업,3,(C28429)기타 조명장치 제조업
(주)제주학사,"서울특별시 서초구 남부순환로 2583 (서초동), 서희타워  17층",중견기업,부동산업,11,(L68000)부동산업
(주)경기라이프,서울특별시 서초구 남부순환로 2583 (서초동),중견기업,사무상업용공공기관용건물건설업,8,(F41121)사무.상업용 및 공공기관용 건물 건설업
(주)에프엠케이,서울특별시 강남구 도산대로 456 (청담동),대기업,자동차신품판매업,15,(G45110)자동차 신품 판매업
효성에프엠에스(주),"서울특별시 강남구 도산대로 524, 청담빌딩 5층 (청담동)",대기업,응용소프트웨어개발공급업,0,(J58222)응용 소프트웨어 개발 및 공급업
(주)화앤담픽쳐스,"서울특별시 강남구 도산대로 518, 15층(청담동,청담미래타워)",대기업,방송프로그램제작업,10,(J59114)방송 프로그램 제작업
젤리피쉬엔터테인먼트(주),서울특별시 강남구 언주로157길 3-6 (신사동),대기업,음악오디오물출판업,3,(J59201)음악 및 기타 오디오물 출판업
건완실업(주),서울특별시 강남구 논현로 752 (논현동),중견기업,부동산개발공급업,8,(L68120)부동산 개발 및 공급업
(주)엘베스트,서울특별시 서초구 반포대로 235 반포효성빌딩 16층,대기업,광고대행업,4,(M71310)광고 대행업
(주)메디컬그룹나무,서울특별시 강남구 선릉로 747 (논현동)삼성당빌딩 6층,중견기업,통신판매업,15,(G47910)통신 판매업
엠제이에이와인(주),서울특별시 강남구 압구정로 165 (압구정동),대기업,음료소매업,12,(G47221)음료 소매업
(주)경주환경에너지,경상북도 경주시 경감로 466-246 (천군동),중견기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
(주)바이오스타코리아,경상북도 칠곡군 기산면 기산공단1길 21,중견기업,의학약학연구개발업,0,(M70113)의학 및 약학 연구개발업
창성건설(주),"서울특별시 강남구 학동로 160 (논현동), 창성빌딩",중견기업,종합건설업,9,(F41000)종합 건설업
와이씨앤티(주),서울특별시 구로구 디지털로32길 72 (구로동),중견기업,일반생활숙박시설운영업,7,(I55100)일반 및 생활 숙박시설 운영업
(주)이테크시스템,서울특별시 중구 세종대로7길 43 (순화타워),중견기업,컴퓨터주변장치소프트웨어도매업,0,"(G46510)컴퓨터 및 주변장치, 소프트웨어 도매업"
(주)참트레이딩,전라북도 익산시 낭산면 진북로 701,대기업,도매상품중개업,15,(G46000)도매 및 상품 중개업
(주)티몬,서울특별시 강남구 테헤란로 114 38 동일타워,중견기업,전자상거래소매중개업,15,(G47911)전자상거래 소매 중개업
(주)대양해군,"서울특별시 서초구 남부순환로 2583 (서초동), 서희타워  17층",중견기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
(주)선진계룡관리,"서울특별시 서초구 남부순환로 2583 (서초동), 서희타워  17층",중견기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
아이에스해운(주),서울특별시 강남구 영동대로 741 (청담동),중견기업,해상운송업,3,(H50100)해상 운송업
(주)에코캐피탈,"서울특별시 강남구 강남대로 606 (논현동), 삼주빌딩",대기업,여신금융업,8,(K64919)그 외 기타 여신금융업
(주)제이피홀딩스피에프브이,"서울특별시 강남구 도산대로 322 (논현동), 5층",중견기업,주거용건물개발공급업,7,(L68121)주거용 건물 개발 및 공급업
디비에스(주),서울시 강남구 테헤란로 28길 32 2층(역삼동 산도즈빌딩),중견기업,수의업,2,(M73100)수의업
제일패션리테일(주),"서울특별시 강남구 압구정로 408, 8층(청담동, 청담빌딩)",대기업,가방가죽제품소매업,8,(G47440)가방 및 기타 가죽제품 소매업
갤럭시아코퍼레이션(주),"서울특별시 강남구 도산대로 524 1층 (청담동, 청담빌딩)",대기업,셔츠블라우스소매업,12,(G47414)셔츠 및 블라우스 소매업
코리아에너지발전소(주),"경상남도 사천시 사남면 공단1로 78 (유천리, 한국항공우주산업)",중견기업,태양력발전업,10,(D35114)태양력 발전업
아이에스지주(주),"서울특별시 강남구 영동대로 741 (청담동), 은성빌딩",중견기업,지주회사,16,(K64992)지주회사
(주)시티글로벌,"서울특별시 강남구 봉은사로 418, 3층",중견기업,종합건설업,9,(F41000)종합 건설업
(주)시티건설,경기도 가평군 설악면 유명로 1390-11,중견기업,아파트건설업,12,(F41112)아파트 건설업
엠즈씨드(주),서울특별시 강남구 도산대로 75길 20,중견기업,커피전문점,8,(I56221)커피 전문점
(주)세스코,서울특별시 강동구 상일로10길 46 세스코 터치센터,중견기업,소독구충방제서비스업,12,"(N74220)소독, 구충 및 방제 서비스업"
(주)사조시스템즈,서울특별시 서대문구 통일로 107-39 (충정로2가),중견기업,컴퓨터프로그래밍시스템통합관리업,0,"(J62000)컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)이마트에브리데이,"서울특별시 중구 퇴계로 173 (충무로3가), 극동빌딩",대기업,슈퍼마켓,13,(G47121)슈퍼마켓
수자원기술(주),"경기도 성남시 분당구 성남대로925번길 37 (야탑동, 한승베네피아오피스텔) 2층 수자원기술(주)",중견기업,항만수로유사구조물건설업,14,"(F41223)항만, 수로, 댐 및 유사 구조물 건설업"
농업회사법인(주)순우리한우,경기도 광주시 오포읍 상태길81번길 31,대기업,육류도매업,15,(G46313)육류 도매업
(주)농협사료,서울특별시 강동구 올림픽로 528 서울지역본부 4층,대기업,동물용사료조제식품제조업,10,(C10800)동물용 사료 및 조제식품 제조업
(주)타임컨텐츠,서울특별시 성동구 광나루로 310 (성수동2가),중견기업,교육서비스업,2,(P85000)교육 서비스업
(주)현대에이앤아이,서울특별시 강동구 올림픽로 753 (암사동),대기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
푸른위례프로젝트(주),"경기도 성남시 분당구 판교역로10번길 23 (백현동),4층",중견기업,아파트건설업,12,(F41112)아파트 건설업
미래문정프로젝트(주),"서울특별시 송파구 새말로5길 1 (문정동), 3층",중견기업,비주거용부동산관리업,8,(L68212)비주거용 부동산 관리업
대성큐(주),서울특별시 광진구 아차산로 187 (화양동) 동신빌딩 202호,중견기업,남녀용겉옷셔츠도매업,8,(G46413)남녀용 겉옷 및 셔츠 도매업
(주)리드코프,"서울시 영등포구 은행로 25, 안원빌딩 6층",중견기업,액체연료관련제품도매업,10,(G46712)액체연료 및 관련제품 도매업
(주)한웰,서울특별시 강남구 논현로26길 18-4 (도곡동),중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
(주)아성다이소,서울특별시 강남구 남부순환로 2748,중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
서울검사(주),서울 서초구 바우뫼로 41길 54(양재동),중견기업,기술시험검사분석업,8,"(M72919)기타 기술 시험, 검사 및 분석업"
에스지생활안전(주),경기도 평택시 신평로 28 (유천동),대기업,자전거환자용차량제조업,8,(C31991)자전거 및 환자용 차량 제조업
대아이앤씨(주),서울시 금천구 서부샛길 606 대성디폴리스 B동 30층,중견기업,산업생산시설종합건설업,12,(F41225)산업생산시설 종합건설업
현대카드(주),서울특별시 영등포구 의사당대로 3 (여의도동),대기업,신용카드할부금융업,3,(K64913)신용카드 및 할부금융업
프라다코리아(주),"서울특별시 강남구 논현로 722 (논현동), 신한빌딩",중견기업,섬유직물의복액세서리소매업,8,"(G47419)기타 섬유, 직물 및 의복액세서리 소매업"
(주)넥서스,서울특별시 서초구 남부순환로 2558 (서초동)외교센타빌딩 1105호,중견기업,지반조성건설업,3,(F41210)지반조성 건설업
하이트진로(주),서울특별시 강남구 영동대로 714 (청담동),중견기업,소주제조업,9,(C11122)소주 제조업
솔브레인(주),경기도 성남시 분당구 판교로 255번길 34,중견기업,화학물질화학제품도매업,14,(G46739)기타 화학물질 및 화학제품 도매업
한국제지(주),"서울특별시 강남구 테헤란로 504 (대치동), 해성빌딩",중견기업,종이판지제조업,1,(C17120)종이 및 판지 제조업
(주)농협케미컬,경기도 성남시 분당구 황새울로 312번길 26 센트럴타워10층,대기업,화학살균살충제농업용약제제조업,10,(C20321)화학 살균.살충제 및 농업용 약제 제조업
에스케이씨라이팅(주),"경기도 성남시 분당구 돌마로 48 (구미동), 구미동후성빌딩 2층",중견기업,전자부품제조업,3,(C26299)그외 기타 전자부품 제조업
(주)미래엔,서울특별시 서초구 신반포로 321(잠원동),중견기업,일반서적출판업,3,(J58113)일반 서적 출판업
(주)승산,"서울특별시 중구 서소문로 106 (서소문동), 동화빌딩  6층",대기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)일양토건,서울특별시 강남구 봉은사로21길 6 (논현동),중견기업,토공사업,4,(F42121)토공사업
(주)코스모앤컴퍼니,"서울시 강남구 테헤란로 238, 12층",중견기업,상품종합도매업,8,(G46800)상품 종합 도매업
(주)실버텍스,"서울특별시 서초구 강남대로 163 (양재동), 6,7층",중견기업,스타킹양말제조업,14,(C14411)스타킹 및 기타 양말 제조업
아디다스코리아(주),서울 서초구 서초대로74길 4 삼성생명 서초타워 9층,중견기업,신발도매업,15,(G46420)신발 도매업
롯데칠성음료(주),서울시 서초구 서초대로70길 15,대기업,비알코올음료제조업,3,(C11209)기타 비알코올 음료 제조업
(주)동성화인텍,부산시 사하구 신산로 99,중견기업,기초화학물질제조업,14,(C20100)기초 화학물질 제조업
한국야금(주),"서울특별시 금천구 남부순환로 1350 (독산동), 한국야금사옥",중견기업,호환성공구제조업,3,(C25934)톱 및 호환성 공구 제조업
(주)조비,서울시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),중견기업,복합비료화학비료제조업,12,(C20312)복합비료 및 기타 화학비료 제조업
아주산업(주),서울특별시 서초구 강남대로 351 (서초동),중견기업,레미콘제조업,3,(C23322)레미콘 제조업
디에스네트웍스(주),"서울특별시 서초구 강남대로61길 3 (서초동), 대승빌딩 8층",중견기업,아파트건설업,12,(F41112)아파트 건설업
강남건영(주),"서울특별시 서초구 서운로1길 12(서초동, 강남빌딩)",중견기업,아파트건설업,12,(F41112)아파트 건설업
강남화성(주),서울특별시 서초구 서운로1길 12(서초동),중견기업,합성섬유제조업,1,(C20501)합성섬유 제조업
(주)동부월드,서울특별시 강남구 테헤란로 432,중견기업,골프장운영업,12,(R91121)골프장 운영업
코오롱제약(주),경기도 과천시 코오롱로 13 코오롱타워별관 6층,대기업,완제의약품제조업,3,(C21210)완제 의약품 제조업
(주)희림종합건축사사무소,서울특별시 강동구 상일로6길 39 (상일동),중견기업,건축설계관련서비스업,2,(M72111)건축설계 및 관련 서비스업
(주)세이브존리베라,부산광역시 해운대구 구남로29번길 21 (중동),중견기업,백화점,13,(G47111)백화점
(주)유니에스,"서울특별시 강남구 선릉로 514(삼성동,성원빌딩) 11층",중견기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
현대종합금속(주),서울특별시 강남구 테헤란로507 위워크빌딩16층,중견기업,피복충전용접봉제조업,3,(C25995)피복 및 충전 용접봉 제조업
한일현대시멘트(주),서울시 강남구 강남대로 330(역삼동),중견기업,시멘트제조업,4,(C23311)시멘트 제조업
성우종합건설(주),경기도 군포시 산본로 398,중견기업,아파트건설업,12,(F41112)아파트 건설업
(주)디케이씨에스,서울시 영등포구 여의대로 14(KT빌딩 16층),중견기업,금속제품도매업,1,(G46721)1차 금속제품 도매업
비씨카드(주),서울특별시 서초구 효령로 275 (서초동),대기업,신용카드할부금융업,3,(K64913)신용카드 및 할부금융업
한국아스트라제네카(주),"서울특별시 송파구 올림픽로35다길 42 (신천동, 한국루터회관) 17층",중견기업,의약품도매업,15,(G46441)의약품 도매업
(주)코아시아,인천광역시 남동구 남동서로 193 (고잔동),중견기업,지주회사,16,(K64992)지주회사
(주)위너셋,서울특별시 강남구 논현로 508 (역삼동),대기업,대형마트,12,(G47112)대형 마트
아주글로벌(주),서울특별시 서초구 강남대로 351 (서초동),중견기업,레미콘제조업,3,(C23322)레미콘 제조업
두레시닝(주),서울특별시 종로구 청계천로 105 (관수동)2층,중견기업,전문서비스업,2,(M71600)기타 전문 서비스업
지에스엠비즈(주),서울특별시 영등포구 선유로43길 19 (양평동3가),대기업,액체연료관련제품도매업,10,(G46712)액체연료 및 관련제품 도매업
(주)케이씨씨건설,서울특별시 서초구 강남대로 587 (잠원동),대기업,아파트건설업,12,(F41112)아파트 건설업
(주)케이씨씨,서울시 서초구 사평대로 344,대기업,일반용도료관련제품제조업,10,(C20411)일반용 도료 및 관련제품 제조업
(주)나이스홀딩스,서울특별시 영등포구 은행로 17 (여의도동),중견기업,지주회사,16,(K64992)지주회사
일흥실업(주),서울특별시 서초구 명달로 65 (서초동),중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
현대하이카손해사정(주),서울특별시 서초구 서초대로 320 (서초동)(하림빌딩 6층),중견기업,손해사정업,10,(K66201)손해 사정업
(주)대덕휴비즈,서울특별시 서초구 남부순환로 2433-3 거암빌딩 3층,중견기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
(주)무주덕유산리조트,"서울특별시 중구 세종대로9길 42 (서소문동), 부영빌딩",대기업,유원지테마파크운영업,10,(R91210)유원지 및 테마파크 운영업
(주)우림에프엠지홀딩스,서울특별시 동작구 보라매로5길 15 전문건설회관빌딩 23층,중견기업,시계귀금속제품도매업,8,(G46492)시계 및 귀금속제품 도매업
(주)이테크건설,"서울시 서초구 양재대로 246, 13F(염곡동, 송암빌딩)",대기업,비주거용건물건설업,8,(F41120)비주거용 건물 건설업
삼광글라스(주),"서울시 서초구 양재대로 246 (염곡동, 송암빌딩 2.3층),  한국소비자원",대기업,포장용유리용기제조업,10,(C23192)포장용 유리용기 제조업
웹투어(주),"서울특별시 종로구 인사동5길 29 (인사동,태화빌딩11층)",중견기업,여행사업,9,(N75210)여행사업
한국알박(주),경기도 평택시 청북읍 한산길 5,중견기업,반도체제조용기계제조업,10,(C29271)반도체 제조용 기계 제조업
(주)엠피그룹,서울특별시 서초구 효령로 132 (방배동),중견기업,식료품담배도매업,15,(G46300)음ㆍ식료품 및 담배 도매업
(주)신세계톰보이,서울특별시 강남구 도산대로 541(청담동),대기업,셔츠블라우스소매업,12,(G47414)셔츠 및 블라우스 소매업
(주)제니엘,서울시 서초구 서초대로260(서초동) 순영빌딩,중견기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
(주)코스틸,"서울 동대문구 사가정로 122(전농동,하우스토리4층)",중견기업,열간압연압출제품제조업,10,(C24121)열간 압연 및 압출 제품 제조업
(주)풀무원푸드앤컬처,서울특별시 송파구 송파대로34길29 (송파동),중견기업,기관구내식당업,14,(I56130)기관 구내식당업
(주)에프앤에프,"서울시 강남구 언주로 541(역삼동,외 에프앤에프빌딩)",중견기업,봉제의복제조업,3,(C14199)그 외 기타 봉제의복 제조업
(주)조이맥스,경기도 성남시 분당구 대왕판교로644번길 49 (삼평동) 위메이드타워 5층,중견기업,게임소프트웨어개발공급업,0,(J58210)게임 소프트웨어 개발 및 공급업
(주)네오위즈홀딩스,경기도 성남시 분당구 대왕판교로 645번길 14 네오위즈판교타워,중견기업,지주회사,16,(K64992)지주회사
에스케이브로드밴드(주),서울특별시 중구  퇴계로 24 SK남산그린빌딩   11층 SK브로드밴드 재무팀,대기업,유선통신업,8,(J61210)유선 통신업
(주)에스앤제이네트웍스,"서울특별시 강남구 도산대로8길 12 (논현동),명화빌딩  2층",중견기업,콜센터텔레마케팅서비스업,12,(N75991)콜센터 및 텔레마케팅 서비스업
듀오정보(주),서울특별시 강남구 강남대로 406 글라스타워 11층,중견기업,결혼상담준비서비스업,2,(S96994)결혼 상담 및 준비 서비스업
(주)드림어스컴퍼니,서울시 서초구 방배로 18길 5 (아이리버하우스),대기업,비디오영상기기제조업,10,(C26519)비디오 및 기타 영상기기 제조업
한국솔베이(주),"서울시 강남구 테헤란로 124 (역삼동, 풍림빌딩 4층)",중견기업,합성수지플라스틱물질제조업,1,(C20202)합성수지 및 기타 플라스틱 물질 제조업
케이티비신용정보(주),"서울특별시 동작구 사당로 272 (사당동), 삼보빌딩",중견기업,신용조사추심대행업,12,(N75993)신용 조사 및 추심 대행업
(주)굿맨상사,서울시 강남구 언주로 542 굿맨타워빌딩 5층,중견기업,남녀용겉옷셔츠도매업,8,(G46413)남녀용 겉옷 및 셔츠 도매업
(주)키스템프,서울특별시 중구 동호로 359 (을지로5가)수도빌딩,중견기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
한국전자금융(주),"서울특별시 마포구 마포대로 217 (아현동), 크레디트센터 빌딩",중견기업,사업지원서비스업,2,(N75900)기타 사업지원 서비스업
(주)더원지에이빌,"경기도 용인시 기흥구 기흥단지로 406 (고매동, 골드훼미리콘도)(고매동,3층)",중견기업,골프장운영업,12,(R91121)골프장 운영업
AJ네트웍스(주),서울시 송파구 정의로 8길 9 (AJ빌딩),중견기업,컴퓨터사무용기계장비임대업,10,(N76320)컴퓨터 및 사무용 기계.장비 임대업
현대첨단소재(주),경기도 화성시 양감면 은행나무로 62번길 35-2,대기업,합성수지플라스틱물질제조업,1,(C20202)합성수지 및 기타 플라스틱 물질 제조업
대우조선해양건설(주),"경기도 김포시 봉화로 21, 4층 다호(사우동, 에이치케이빌딩)",중견기업,도로건설업,9,(F41221)도로 건설업
(주)에스에스오토랜드,"서울특별시 강남구 테헤란로 406 (대치동), 샹제리제센터 에이 401",중견기업,자동차임대업,3,(N76110)자동차 임대업
(주)애드민,서울특별시 송파구 올림픽로 98 (잠실동)성진빌딩 5층,중견기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
